MD_ID,ID_stats,number_arm,Trial_Reg_No,Prospective_Registr,Full_text_link,name_study,First_author,Journal_abbrv,Year,Type_publication,Pub_date_online,Blinding,Start_date,Center,Funding,Fund_Source,Research_question,Countries,Treatment_control,stats_name,n_Randomized,n_Analyzed_,All_cause_mortality_events_D28,mortality_d28_N,mort_D28_TP,Definition_of_clinical_improvement,Clinical_improvement_D28_n,clinic_imp_d28_N,clin_imp_D28_TP,SCORE_7_and_above_D28,score7_d28_N,score7_D28_TP,Total_AE,Serious_AE,safety_N,Safety_timepoint,ROB_6_for_website,Blind,Fund,Sample_size,HIC_LIC,Comment_HIC_LIC,CAF_mort,CAF_CI,CAF_WHO7,CAF_AE,CAF_SAE,Same_analysis,What_changed,new_outcome,del_outcome,unchanged,change_events,Status
228_preprint,228,2,NCT04646109,No,https://www.researchsquare.com/article/rs-224203/v1,*,Okumus N,Research Square,2021,preprint,2/24/2021, single blinding,5/11/2020,Multicenter,Public/non profit,Afyonkarahisar Health Science University,Severe,Turkey,Control,Standard care,30,30,*,*,*,"The presence of at least two of the following criteria in patients at the end of 5th day were accepted as ""clinical response"": Extubation in mechanically ventilated patients. respiratory rate <26/min. SpO2 level in room air >90%. PaO2/FiO2 >300 in patients receiving oxygen. presence of at least two of the 2-point reduction criteria in ""Sequential Organ Failure Assessment (SOFA)"" score.",*,*,*,*,*,*,3,0,*,10,High,blinded,Other,66,LIC_MIC,,,,,,,,,,,,,consistent
228_pub,228,1,NCT04646109,No,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-021-06104-9,*,Okumus N,BMC Infect Dis,2021,published paper,5/4/2021,"Single blinded, no restrictions",5/11/2020,Multicenter,Public/non profit,Afyonkarahisar Health Science University,Severe,Turkey,Treatment,Ivermectin,36,30,*,*,*,"The presence of at least two of the following criteria in patients at the end of 5th day were accepted as ""clinical response"": Extubation in mechanically ventilated patients. respiratory rate <26/min. SpO2 level in room air >90%. PaO2/FiO2 >300 in patients receiving oxygen. presence of at least two of the 2-point reduction criteria in ""Sequential Organ Failure Assessment (SOFA)"" score.",*,*,*,*,*,*,5,5,*,10,High,blinded,Other,66,LIC_MIC,,,,,,,,,,,,,consistent
228_pub,228,2,NCT04646109,No,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-021-06104-9,*,Okumus N,BMC Infect Dis,2021,published paper,5/4/2021,"Single blinded, no restrictions",5/11/2020,Multicenter,Public/non profit,Afyonkarahisar Health Science University,Severe,Turkey,Control,Standard care,30,30,*,*,*,"The presence of at least two of the following criteria in patients at the end of 5th day were accepted as ""clinical response"": Extubation in mechanically ventilated patients. respiratory rate <26/min. SpO2 level in room air >90%. PaO2/FiO2 >300 in patients receiving oxygen. presence of at least two of the 2-point reduction criteria in ""Sequential Organ Failure Assessment (SOFA)"" score.",*,*,*,*,*,*,3,0,*,10,High,blinded,Other,66,LIC_MIC,,,,,,,,,,,,,consistent
233_preprint,233,2,NCT04321616,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (RDV),Barratt-Due A,SSRN,2021,preprint,2/11/2021,Unblinded,4/7/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Gilead Sciences (drug donation)",Unclear severity,Norway,Treatment,Remdesivir,43,42,*,*,*,*,*,*,*,*,*,*,*,*,*,90,Low,unblinded,Industry_Mixed,101,HIC,,N,,,,,,,,,,,add_delete
233_preprint,233,2,NCT04321616,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (RDV),Barratt-Due A,SSRN,2021,preprint,2/11/2021,Unblinded,4/7/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Gilead Sciences (drug donation)",Unclear severity,Norway,Control,Standard care,58,57,*,*,*,*,*,*,*,*,*,*,*,*,*,90,Low,unblinded,Industry_Mixed,101,HIC,,N,,,,,,,,,,,add_delete
233_pub,233,1,NCT04321616,Yes,https://www.acpjournals.org/doi/full/10.7326/M21-0653  https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (RDV),Barratt-Due A,Ann Intern Med,2021,published paper,7/13/2021,Unblinded,4/7/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Gilead Sciences (drug donation)",Unclear severity,Norway,Treatment,Remdesivir,43,42,1,*,28,*,*,*,*,*,*,*,*,*,*,90,Low,unblinded,Industry_Mixed,101,HIC,,N,,,,,,,,,,,add_delete
233_pub,233,2,NCT04321616,Yes,https://www.acpjournals.org/doi/full/10.7326/M21-0653  https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (RDV),Barratt-Due A,Ann Intern Med,2021,published paper,7/13/2021,Unblinded,4/7/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Gilead Sciences (drug donation)",Unclear severity,Norway,Control,Standard care,58,57,3,*,28,*,*,*,*,*,*,*,*,*,*,90,Low,unblinded,Industry_Mixed,101,HIC,,N,,,,,,,,,,,add_delete
237_preprint,237,2,NCT04321616,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (HCQ),Barratt-Due A,SSRN,2021,preprint,2/11/2021,Unblinded,3/28/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Mylan (drug donation)
",Unclear severity,Norway,Treatment,Hydroxychloroquine,54,52,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,108,HIC,,N,,,,,,,,,,,add_delete
237_preprint,237,2,NCT04321616,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (HCQ),Barratt-Due A,SSRN,2021,preprint,2/11/2021,Unblinded,3/28/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Mylan (drug donation)
",Unclear severity,Norway,Control,Standard care,54,54,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,108,HIC,,N,,,,,,,,,,,add_delete
237_pub,237,1,NCT04321616,Yes,https://www.acpjournals.org/doi/full/10.7326/M21-0653 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (HCQ),Barratt-Due A,Ann Intern Med,2021,published paper,7/13/2021,Unblinded,3/28/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Mylan (drug donation)
",Unclear severity,Norway,Treatment,Hydroxychloroquine,54,52,4,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,108,HIC,,N,,,,,,,,,,,add_delete
237_pub,237,2,NCT04321616,Yes,https://www.acpjournals.org/doi/full/10.7326/M21-0653 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3774182,NOR-SOLIDARITY (HCQ),Barratt-Due A,Ann Intern Med,2021,published paper,7/13/2021,Unblinded,3/28/2020,Multicenter,Mixed,"National Clinical Therapy Research in the Specialist Health Services, Norway; Mylan (drug donation)
",Unclear severity,Norway,Control,Standard care,54,54,1,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,108,HIC,,N,,,,,,,,,,,add_delete
238_preprint,238,2,NCT04359810,Yes,https://www.medrxiv.org/content/10.1101/2021.03.12.21253373v1,*,O Donnell M,medRxiv,2021,preprint,3/13/2021, double blinding,4/21/2020,Multicenter,Public/non profit,Amazon Foundation,Mild to critical,"Brazil, USA",Treatment,Convalescent plasma,150,150,19,*,28,Improvement in at least one point from baseline on the ordinal scale or alive at discharge from hospital (whichever came first): 1. not hospitalized with resumption of normal activities; 2. not hospitalized. but unable to resume normal activities; 3. hospitalized. not requiring supplemental oxygen; 4. hospitalized. requiring supplemental oxygen; 5. hospitalized. requiring high-flow oxygen therapy or noninvasive mechanical ventilation; 6. hospitalized. requiring ECMO. IMV. or both; 7. death.,*,*,*,31,*,28,96,39,147,28,Low,blinded,Other,223,Mixed,,N,,N,N,N,,,,,,,consistent
238_preprint,238,2,NCT04359810,Yes,https://www.medrxiv.org/content/10.1101/2021.03.12.21253373v1,*,O Donnell M,medRxiv,2021,preprint,3/13/2021, double blinding,4/21/2020,Multicenter,Public/non profit,Amazon Foundation,Mild to critical,"Brazil, USA",Control,Standard plasma,73,73,18,*,28,Improvement in at least one point from baseline on the ordinal scale or alive at discharge from hospital (whichever came first):1. not hospitalized with resumption of normal activities; 2. not hospitalized. but unable to resume normal activities; 3. hospitalized. not requiring supplemental oxygen; 4. hospitalized. requiring supplemental oxygen; 5. hospitalized. requiring high-flow oxygen therapy or noninvasive mechanical ventilation; 6. hospitalized. requiring ECMO. IMV. or both; 7. death.,*,*,*,22,*,28,40,26,72,28,Low,blinded,Other,223,Mixed,,N,,N,N,N,,,,,,,consistent
238_pub,238,1,NCT04359810,Yes,https://www.jci.org/articles/view/150646,*,O Donnell M,J Clin Invest,2021,published paper,5/11/2021, ,4/21/2020,Multicenter,Public/non profit,Amazon Foundation,Mild to critical,"Brazil, USA",Treatment,Convalescent plasma,150,150,19,*,28,Improvement in at least one point from baseline on the ordinal scale or alive at discharge from hospital (whichever came first): 1. not hospitalized with resumption of normal activities; 2. not hospitalized. but unable to resume normal activities; 3. hospitalized. not requiring supplemental oxygen; 4. hospitalized. requiring supplemental oxygen; 5. hospitalized. requiring high-flow oxygen therapy or noninvasive mechanical ventilation; 6. hospitalized. requiring ECMO. IMV. or both; 7. death.,*,*,*,31,*,28,96,39,147,28,Low,blinded,Other,223,Mixed,,N,,N,N,N,,,,,,,consistent
238_pub,238,2,NCT04359810,Yes,https://www.jci.org/articles/view/150646,*,O Donnell M,J Clin Invest,2021,published paper,5/11/2021, ,4/21/2020,Multicenter,Public/non profit,Amazon Foundation,Mild to critical,"Brazil, USA",Control,Standard plasma,73,73,18,*,28,Improvement in at least one point from baseline on the ordinal scale or alive at discharge from hospital (whichever came first):1. not hospitalized with resumption of normal activities; 2. not hospitalized. but unable to resume normal activities; 3. hospitalized. not requiring supplemental oxygen; 4. hospitalized. requiring supplemental oxygen; 5. hospitalized. requiring high-flow oxygen therapy or noninvasive mechanical ventilation; 6. hospitalized. requiring ECMO. IMV. or both; 7. death.,*,*,*,22,*,28,40,26,72,28,Low,blinded,Other,223,Mixed,,N,,N,N,N,,,,,,,consistent
239_preprint,239,2,"NCT02735707, NCT04505774, NCT04359277, NCT04372589",Yes,https://www.medrxiv.org/content/10.1101/2021.03.10.21252749v1.full-text,*,Goligher E,medRxiv,2021,preprint,3/12/2021,Unblinded,4/21/2020,Multicenter,Mixed,"Multiple funders, internationally, with multiple regional sponsors",Severe/Critical,"Australia, Brazil, Canada, Ireland, Mexico, Netherlands, New Zealand, Saudi Arabia, UK, USA",Treatment,Therapeutic heparin,590,529,*,*,*,Survival to hospital discharge,340,*,21,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,1205,Mixed,,N,N,,,,N,"longer fu, sample size",mort,N,N,CI,exclude_diffanalysis
239_preprint,239,2,"NCT02735707, NCT04505774, NCT04359277, NCT04372589",Yes,https://www.medrxiv.org/content/10.1101/2021.03.10.21252749v1.full-text,*,Goligher E,medRxiv,2021,preprint,3/12/2021,Unblinded,4/21/2020,Multicenter,Mixed,"Multiple funders, internationally, with multiple regional sponsors",Severe/Critical,"Australia, Brazil, Canada, Ireland, Mexico, Netherlands, New Zealand, Saudi Arabia, UK, USA",Control,Prophylactic anticoagul,615,545,*,*,*,Survival to hospital discharge,356,*,21,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,1205,Mixed,,N,N,,,,N,"longer fu, sample size",mort,N,N,CI,exclude_diffanalysis
239_pub,239,1,"NCT02735707, NCT04505774, NCT04359277, NCT04372589",Yes,https://www.nejm.org/doi/10.1056/NEJMoa2103417 https://www.medrxiv.org/content/10.1101/2021.03.10.21252749v1.full-text,*,Goligher E,N Engl J Med,2021,published paper,8/4/2021,Unblinded,4/21/2020,Multicenter,Mixed,"Multiple funders, internationally, with multiple regional sponsors",Severe/Critical,"Australia, Brazil, Canada, Ireland, Mexico, Netherlands, New Zealand, Saudi Arabia, UK, USA",Treatment,Therapeutic heparin,591,534,199,*,28,Survival to hospital discharge,335,*,21,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,1207,Mixed,,N,N,,,,N,"longer fu, sample size",mort,N,N,CI,exclude_diffanalysis
239_pub,239,2,"NCT02735707, NCT04505774, NCT04359277, NCT04372589",Yes,https://www.nejm.org/doi/10.1056/NEJMoa2103417 https://www.medrxiv.org/content/10.1101/2021.03.10.21252749v1.full-text,*,Goligher E,N Engl J Med,2021,published paper,8/4/2021,Unblinded,4/21/2020,Multicenter,Mixed,"Multiple funders, internationally, with multiple regional sponsors",Severe/Critical,"Australia, Brazil, Canada, Ireland, Mexico, Netherlands, New Zealand, Saudi Arabia, UK, USA",Control,Prophylactic anticoagul,616,564,200,*,28,Survival to hospital discharge,364,*,21,*,*,*,*,*,*,*,Some concerns,unblinded,Industry_Mixed,1207,Mixed,,N,N,,,,N,"longer fu, sample size",mort,N,N,CI,exclude_diffanalysis
242_preprint,242,2,IRCT20200624047908N1,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792895,DISCOVER,Mobarak S,SSRN,2021,preprint,2/25/2021, double blinding,7/13/2020,Multicenter,Public/non profit,International Treatment Preparedness coalition,Moderate/Severe,Iran,Treatment,Sofosbuvir-Daclatasvir,541,541,68,*,28,Hospital discharge within 10 days,358,*,10,*,*,*,*,*,*,*,Some concerns,blinded,Other,1083,LIC_MIC,,N,N,,,,Y,,,,,,discrepTE
242_preprint,242,2,IRCT20200624047908N1,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792895,DISCOVER,Mobarak S,SSRN,2021,preprint,2/25/2021, double blinding,7/13/2020,Multicenter,Public/non profit,International Treatment Preparedness coalition,Moderate/Severe,Iran,Control,Placebo,542,542,60,*,28,Hospital discharge within 10 days,370,*,10,*,*,*,*,*,*,*,Some concerns,blinded,Other,1083,LIC_MIC,,N,N,,,,Y,,,,,,discrepTE
242_pub,242,1,IRCT20200624047908N1,Yes,https://academic.oup.com/jac/advance-article/doi/10.1093/jac/dkab433/6445131 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792895,DISCOVER,Mobarak S,J Antimicrob Chemoth,2021,published paper,11/28/2021, double blinding,7/13/2020,Multicenter,Public/non profit,International Treatment Preparedness coalition,Moderate/Severe,Iran,Treatment,Sofosbuvir-Daclatasvir,541,541,71,*,28,Hospital discharge within 10 days,415,*,10,*,*,*,*,*,*,*,Some concerns,blinded,Other,1083,LIC_MIC,,N,N,,,,Y,,,,,,discrepTE
242_pub,242,2,IRCT20200624047908N1,Yes,https://academic.oup.com/jac/advance-article/doi/10.1093/jac/dkab433/6445131 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792895,DISCOVER,Mobarak S,J Antimicrob Chemoth,2021,published paper,11/28/2021, double blinding,7/13/2020,Multicenter,Public/non profit,International Treatment Preparedness coalition,Moderate/Severe,Iran,Control,Placebo,542,542,62,*,28,Hospital discharge within 10 days,411,*,10,*,*,*,*,*,*,*,Some concerns,blinded,Other,1083,LIC_MIC,,N,N,,,,Y,,,,,,discrepTE
254_preprint,254,2,ISRCTN86534580; EudraCT 2020-001209-22,Yes,https://www.medrxiv.org/content/10.1101/2021.04.10.21254672v1,PRINCIPLE ,Yu LM,medRxiv,2021,preprint,4/12/2021,Unblinded,11/27/2020,Multicenter,Public/non profit,UK Research and Innovation and the Department of Health and Social Care through the National Institute for Health Research,Mild outpatients,UK,Treatment,Budesonide,1032,961,*,*,*,Self-assessed recovery,*,*,*,*,*,*,*,2,*,28,Some concerns,unblinded,Other,2112,HIC,,N,,N,,,N,"longer enrollment, sample size","mort, WHO7",SAE,N,N,exclude_diffanalysis
254_preprint,254,2,ISRCTN86534580; EudraCT 2020-001209-22,Yes,https://www.medrxiv.org/content/10.1101/2021.04.10.21254672v1,PRINCIPLE ,Yu LM,medRxiv,2021,preprint,4/12/2021,Unblinded,11/27/2020,Multicenter,Public/non profit,UK Research and Innovation and the Department of Health and Social Care through the National Institute for Health Research,Mild outpatients,UK,Control,Standard care,1080,996,*,*,*,"Self-assessed recovery
",*,*,*,*,*,*,*,0,*,28,Some concerns,unblinded,Other,2112,HIC,,N,,N,,,N,"longer enrollment, sample size","mort, WHO7",SAE,N,N,exclude_diffanalysis
254_pub,254,1,ISRCTN86534580; EudraCT 2020-001209-22,Yes,https://bit.ly/2XSLLEJ https://www.medrxiv.org/content/10.1101/2021.04.10.21254672v1,PRINCIPLE ,Yu LM,Lancet,2021,published paper,8/10/2021,Unblinded,11/27/2020,Multicenter,Public/non profit,UK Research and Innovation and the Department of Health and Social Care through the National Institute for Health Research,Outpatients,UK,Treatment,Budesonide,1073,990,9,*,*,Self-assessed recovery,*,*,*,23,*,28,*,*,*,*,Some concerns,unblinded,Other,,HIC,,N,,N,,,N,"longer enrollment, sample size","mort, WHO7",SAE,N,N,exclude_diffanalysis
254_pub,254,2,ISRCTN86534580; EudraCT 2020-001209-22,Yes,https://bit.ly/2XSLLEJ https://www.medrxiv.org/content/10.1101/2021.04.10.21254672v1,PRINCIPLE ,Yu LM,Lancet,2021,published paper,8/10/2021,Unblinded,11/27/2020,Multicenter,Public/non profit,UK Research and Innovation and the Department of Health and Social Care through the National Institute for Health Research,Outpatients,UK,Control,Standard care,*,987,10,*,*,"Self-assessed recovery
",*,*,*,20,*,28,*,*,*,*,Some concerns,unblinded,Other,,HIC,,N,,N,,,N,"longer enrollment, sample size","mort, WHO7",SAE,N,N,exclude_diffanalysis
260_preprint,260,2,NCT04412057,Yes,https://www.medrxiv.org/content/10.1101/2021.04.03.21254748v1,*,Perlin DS ,medRxiv,2021,preprint,4/7/2021, double blinding,7/1/2020,Multicenter,No specific funding,No external funding was received for this study,Severe,USA,Treatment,CERC-002,41,41,*,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,blinded,Other,83,HIC,,N,,,N,N,,,,,,,add_delete
260_preprint,260,2,NCT04412057,Yes,https://www.medrxiv.org/content/10.1101/2021.04.03.21254748v1,*,Perlin DS ,medRxiv,2021,preprint,4/7/2021, double blinding,7/1/2020,Multicenter,No specific funding,No external funding was received for this study,Severe,USA,Control,Placebo,42,41,*,*,28,*,*,*,*,*,*,*,*,*,*,*,Some concerns,blinded,Other,83,HIC,,N,,,N,N,,,,,,,add_delete
260_pub,260,1,NCT04412057,Yes,https://www.jci.org/articles/view/153173; https://www.medrxiv.org/content/10.1101/2021.04.03.21254748v1,*,Perlin DS ,J Clin Invest,2021,published paper,12/6/2021, double blinding,7/17/2020,Multicenter,Private,Avalo Therapeutics.,Severe,USA,Treatment,CERC-002,41,40,3,39,28,*,*,*,*,*,*,*,16,8,*,*,Some concerns,blinded,Industry_Mixed,83,HIC,,N,,,N,N,,,,,,,add_delete
260_pub,260,2,NCT04412057,Yes,https://www.jci.org/articles/view/153173; https://www.medrxiv.org/content/10.1101/2021.04.03.21254748v1,*,Perlin DS ,J Clin Invest,2021,published paper,12/6/2021, double blinding,7/17/2020,Multicenter,Private,Avalo Therapeutics.,Severe,USA,Control,Placebo,42,42,6,42,28,*,*,*,*,*,*,*,21,12,*,*,Some concerns,blinded,Industry_Mixed,83,HIC,,N,,,N,N,,,,,,,add_delete
262_preprint,262,2,NCT04486313,Yes,https://www.medrxiv.org/content/10.1101/2021.04.19.21255441v1,*,Rossignol JF,medRxiv,2021,preprint,4/20/2021, double blinding,8/18/2020,Multicenter,Private,Romark Institute of Medical Research,Mild outpatients,"Puerto Rico, USA",Treatment,Nitazoxanide ,*,184,2,472,28,The primary endpoint was time from the first dose to sustained response (TSR). a measure of meaningful within-subject change in symptoms. Subjects were considered to have reached sustained response when they experienced (i) a decrease in total FLU-PRO score from the previous diary entry. (ii) with a corresponding patient assessment that symptoms were at least ���������somewhat better than yesterday.��������� (iii) no oral temperature ���������100.4������F during the past 24 hours. and (iv) no future increase in any of the FLU-PRO domain or subdomain scores through study day 21 except to pre-defined background levels that were considered not m,*,*,*,*,*,*,63,2,472,28,Some concerns,blinded,Industry_Mixed,1092,HIC,,,,,,,,,,,,,consistent
262_preprint,262,2,NCT04486313,Yes,https://www.medrxiv.org/content/10.1101/2021.04.19.21255441v1,*,Rossignol JF,medRxiv,2021,preprint,4/20/2021, double blinding,8/18/2020,Multicenter,Private,Romark Institute of Medical Research,Mild outpatients,"Puerto Rico, USA",Control,Placebo,*,195,0,463,28,The primary endpoint was time from the first dose to sustained response (TSR). a measure of meaningful within-subject change in symptoms. Subjects were considered to have reached sustained response when they experienced (i) a decrease in total FLU-PRO score from the previous diary entry. (ii) with a corresponding patient assessment that symptoms were at least ���������somewhat better than yesterday.��������� (iii) no oral temperature ���������100.4������F during the past 24 hours. and (iv) no future increase in any of the FLU-PRO domain or subdomain scores through study day 21 except to pre-defined background levels that were considered not m,*,*,*,*,*,*,75,7,463,28,Some concerns,blinded,Industry_Mixed,1092,HIC,,,,,,,,,,,,,consistent
262_pub,262,1,NCT04486313,Yes,https://www.sciencedirect.com/science/article/pii/S2589537022000402?via%3Dihub#sec0017 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3937568 https://www.medrxiv.org/node/382002.external-links.html https://www.medrxiv.org/content/10.1101/2021.04,*,Rossignol JF,EClinicalMedicine,2022,published paper,2/28/2022, double blinding,8/18/2020,Multicenter,Private,Romark Institute of Medical Research,Outpatients,"Puerto Rico, USA",Treatment,Nitazoxanide ,*,184,2,472,28,The primary endpoint was time from the first dose to sustained response (TSR). a measure of meaningful within-subject change in symptoms. Subjects were considered to have reached sustained response when they experienced (i) a decrease in total FLU-PRO score from the previous diary entry. (ii) with a corresponding patient assessment that symptoms were at least ���������somewhat better than yesterday.��������� (iii) no oral temperature ���������100.4������F during the past 24 hours. and (iv) no future increase in any of the FLU-PRO domain or subdomain scores through study day 21 except to pre-defined background levels that were considered not m,*,*,*,*,*,*,63,2,472,28,Some concerns,blinded,Industry_Mixed,1092,HIC,,,,,,,,,,,,,consistent
262_pub,262,2,NCT04486313,Yes,https://www.sciencedirect.com/science/article/pii/S2589537022000402?via%3Dihub#sec0017 https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3937568 https://www.medrxiv.org/node/382002.external-links.html https://www.medrxiv.org/content/10.1101/2021.04,*,Rossignol JF,EClinicalMedicine,2022,published paper,2/28/2022, double blinding,8/18/2020,Multicenter,Private,Romark Institute of Medical Research,Outpatients,"Puerto Rico, USA",Control,Placebo,*,195,0,463,28,The primary endpoint was time from the first dose to sustained response (TSR). a measure of meaningful within-subject change in symptoms. Subjects were considered to have reached sustained response when they experienced (i) a decrease in total FLU-PRO score from the previous diary entry. (ii) with a corresponding patient assessment that symptoms were at least ���������somewhat better than yesterday.��������� (iii) no oral temperature ���������100.4������F during the past 24 hours. and (iv) no future increase in any of the FLU-PRO domain or subdomain scores through study day 21 except to pre-defined background levels that were considered not m,*,*,*,*,*,*,75,7,463,28,Some concerns,blinded,Industry_Mixed,1092,HIC,,,,,,,,,,,,,consistent
276_preprint,276,2,NCT04421027,Yes,https://www.medrxiv.org/content/10.1101/2021.04.30.21255934v1#p-5,*,Marconi V,medRxiv,2021,preprint,5/3/2021, double blinding,6/11/2020,Multicenter,Private,Eli Lilly and Company (Incyte Corporation licence),Mild to severe,"Argentina, Brazil, Germany, India, Italy, Japan, Mexico, Russia, South Korea, Spain, UK, USA (including Puerto Rico)",Treatment,Baricitinib,764,764,62,*,28,â‰¥2-point improvement on NIAID-OS or live discharge from hospital,593,758,28,104,758,28,334,110,750,28,Some concerns,blinded,Industry_Mixed,1525,Mixed,,N,N,N,N,N,,,,,,,consistent
276_preprint,276,2,NCT04421027,Yes,https://www.medrxiv.org/content/10.1101/2021.04.30.21255934v1#p-5,*,Marconi V,medRxiv,2021,preprint,5/3/2021, double blinding,6/11/2020,Multicenter,Private,Eli Lilly and Company (Incyte Corporation licence),Mild to severe,"Argentina, Brazil, Germany, India, Italy, Japan, Mexico, Russia, South Korea, Spain, UK, USA (including Puerto Rico)",Control,Placebo,761,761,100,*,28,â‰¥2-point improvement on NIAID-OS or live discharge from hospital,592,754,28,127,754,28,334,135,752,28,Some concerns,blinded,Industry_Mixed,1525,Mixed,,N,N,N,N,N,,,,,,,consistent
276_pub,276,1,NCT04421027,Yes,https://bit.ly/3uiXGYL https://www.medrxiv.org/content/10.1101/2021.04.30.21255934v2 https://www.medrxiv.org/content/10.1101/2021.04.30.21255934v1#p-5,COV-BARRIER,Marconi V,Lancet Respir Med,2021,published paper,9/1/2021, single blinding,6/11/2020,Multicenter,Private,Eli Lilly and Company (Incyte Corporation licence),Mild to severe,"Argentina, Brazil, Germany, India, Italy, Japan, Mexico, Russia, South Korea, Spain, UK, USA (including Puerto Rico)",Treatment,Baricitinib,764,764,62,*,28,���2-point improvement on NIAID-OS or live discharge from hospital,593,758,28,104,758,28,334,110,750,28,Some concerns,blinded,Industry_Mixed,1525,Mixed,,N,N,N,N,N,,,,,,,consistent
276_pub,276,2,NCT04421027,Yes,https://bit.ly/3uiXGYL https://www.medrxiv.org/content/10.1101/2021.04.30.21255934v2 https://www.medrxiv.org/content/10.1101/2021.04.30.21255934v1#p-5,COV-BARRIER,Marconi V,Lancet Respir Med,2021,published paper,9/1/2021, single blinding,6/11/2020,Multicenter,Private,Eli Lilly and Company (Incyte Corporation licence),Mild to severe,"Argentina, Brazil, Germany, India, Italy, Japan, Mexico, Russia, South Korea, Spain, UK, USA (including Puerto Rico)",Control,Placebo,761,761,100,*,28,���2-point improvement on NIAID-OS or live discharge from hospital,592,754,28,127,754,28,334,135,752,28,Some concerns,blinded,Industry_Mixed,1525,Mixed,,N,N,N,N,N,,,,,,,consistent
281_preprint,281,2,NCT04381962,Yes,https://www.medrxiv.org/content/10.1101/2021.04.21.21255807v1.full.pdf,ATOMIC2,Hinks T,medRxiv,2021,preprint,4/27/2021,Unblinded,6/3/2020,Multicenter,Mixed,"NIHR Oxford BRC, University of Oxford and Pfizer Inc",Mild outpatients,UK,Treatment,Azithromycin,147,145,1,*,28,*,*,*,*,*,*,*,*,0,*,28,Some concerns,unblinded,Industry_Mixed,298,HIC,,N,,N,,N,,,,,,,consistent
281_preprint,281,2,NCT04381962,Yes,https://www.medrxiv.org/content/10.1101/2021.04.21.21255807v1.full.pdf,ATOMIC2,Hinks T,medRxiv,2021,preprint,4/27/2021,Unblinded,6/3/2020,Multicenter,Mixed,"NIHR Oxford BRC, University of Oxford and Pfizer Inc",Mild outpatients,UK,Control,Standard care,148,147,1,*,28,*,*,*,*,*,*,*,*,0,*,28,Some concerns,unblinded,Industry_Mixed,298,HIC,,N,,N,,N,,,,,,,consistent
281_pub,281,1,NCT04381962,Yes,https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(21)00263-0/fulltext,ATOMIC2,Hinks T,Lancet Respir Med,2021,published paper,7/9/2021,Unblinded,6/3/2020,Multicenter,Mixed,"NIHR Oxford BRC, University of Oxford and Pfizer Inc",Outpatients,UK,Treatment,Azithromycin,147,145,1,*,28,*,*,*,*,*,*,*,*,0,*,28,Some concerns,unblinded,Industry_Mixed,298,HIC,,N,,N,,N,,,,,,,consistent
